key,item_fat_content,item_identifier,item_MRP,item_outlet_sales,item_type,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,outlet_years,item_visibility_mean_ratio
7417,Low Fat,FDE09,109.5228,994.7052,Food,8.775,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.998980331
7418,Regular,FDJ57,184.6582,5015.4714,Food,7.42,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223243
7419,Low Fat,DRC49,145.8128,2444.8176,Drink,8.67,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258896
7420,Regular,FDU19,170.5422,1551.9798,Food,8.77,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249695
7421,Regular,FDU43,238.6564,3575.346,Food,19.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.97172833
7422,Low Fat,FDA50,96.041,868.869,Food,16.25,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381139
7423,Non-Edible,NCM29,129.6626,1836.2764,Non-consumable,11.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095269
7424,Low Fat,FDQ13,82.5908,1510.0344,Food,11.1,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616754
7425,Regular,FDB26,55.264,1544.656,Food,14,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99438444
7426,Regular,FDI21,62.9168,1406.1696,Food,5.59,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472546
7427,Low Fat,FDV25,219.7456,884.1824,Food,5.905,OUT019,Tier 1,Small,Grocery Store,train,28,1.750870927
7428,Low Fat,FDQ23,102.9332,1845.5976,Food,6.55,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616793
7429,Low Fat,FDJ41,261.2594,1046.6376,Food,6.85,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801949
7430,Non-Edible,NCO42,144.1102,1749.7224,Non-consumable,21.25,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7431,Low Fat,FDQ13,84.6908,3691.1952,Food,11.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612589
7432,Regular,FDU47,138.7838,280.9676,Food,12.8,OUT010,Tier 3,Small,Grocery Store,train,15,1.67249485
7433,Regular,FDW57,177.4028,3896.2616,Food,8.31,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.875333421
7434,Low Fat,DRN47,179.166,3056.022,Drink,12.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.997193747
7435,Low Fat,FDW28,194.7452,5872.356,Food,18.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612646
7436,Non-Edible,NCN42,145.6418,3384.2614,Non-consumable,20.25,OUT013,Tier 3,High,Supermarket Type1,train,26,0.963177654
7437,Low Fat,FDR60,78.2328,1004.0264,Food,14.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384453
7438,Regular,FDO09,262.891,788.973,Food,13.5,OUT019,Tier 1,Small,Grocery Store,train,28,0.96737239
7439,Low Fat,FDX45,156.163,2816.334,Food,16.75,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.971636013
7440,Low Fat,FDH27,145.3128,1869.5664,Food,7.075,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236222
7441,Regular,FDO08,163.1526,1808.9786,Food,11.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023063
7442,Regular,FDG10,55.4588,343.5528,Food,6.63,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278104
7443,Low Fat,FDZ40,54.9298,1348.245,Food,8.935,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763779
7444,Low Fat,FDZ27,51.435,499.35,Food,7.935,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656419
7445,Low Fat,FDZ46,112.1228,1215.7508,Food,7.485,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776763
7446,Low Fat,FDI46,253.3724,755.0172,Food,9.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073575
7447,Non-Edible,NCW53,193.1162,2693.8268,Non-consumable,18.35,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7448,Low Fat,FDY52,60.1536,490.0288,Food,6.365,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776788
7449,Low Fat,FDU07,149.1366,4231.8248,Food,11.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7450,Non-Edible,NCQ05,149.2708,2407.5328,Non-consumable,11.395,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.842558341
7451,Regular,FDT16,260.2278,4165.2448,Food,9.895,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514936
7452,Non-Edible,NCJ17,86.4224,511.3344,Non-consumable,7.68,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858116
7453,Non-Edible,NCY29,56.493,509.337,Non-consumable,13.65,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023069
7454,Non-Edible,NCQ18,98.57,2496.75,Non-consumable,15.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
7455,Regular,FDS02,196.1794,2926.191,Food,10.195,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554735
7456,Non-Edible,NCK31,50.2666,820.2656,Non-consumable,10.895,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278103
7457,Regular,FDH60,195.711,5499.508,Food,19.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345667
7458,Regular,FDO19,48.3034,777.6544,Food,17.7,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
7459,Low Fat,DRF37,263.391,6311.784,Drink,17.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,1
7460,Low Fat,FDN21,161.0236,3705.8428,Food,18.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391713
7461,Low Fat,FDM14,108.0254,759.6778,Food,13.8,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034298
7462,Regular,FDO08,165.5526,1973.4312,Food,11.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.040939405
7463,Regular,FDS27,195.111,3731.809,Food,10.195,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095288
7464,Low Fat,DRM59,153.8998,2922.1962,Drink,5.88,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7465,Non-Edible,NCO29,163.0526,2302.3364,Non-consumable,11.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095295
7466,Low Fat,FDC32,92.0462,277.6386,Food,18.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740054
7467,Low Fat,DRA12,142.0154,850.8924,Drink,11.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00407357
7468,Low Fat,FDI14,139.2496,1976.0944,Food,14.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99438445
7469,Low Fat,DRG51,163.5526,2302.3364,Drink,12.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447683
7470,Low Fat,FDR33,110.657,659.142,Food,7.31,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740068
7471,Low Fat,FDS23,126.9994,1798.9916,Food,4.635,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095305
7472,Non-Edible,NCF43,142.247,2004.058,Non-consumable,8.51,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028033
7473,Low Fat,DRN37,167.3158,1838.2738,Drink,9.6,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998798123
7474,Regular,FDX57,96.9068,1458.102,Food,17.25,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095294
7475,Non-Edible,NCC42,140.4838,1685.8056,Non-consumable,15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472562
7476,Low Fat,FDS47,87.6856,1494.0552,Food,16.75,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223237
7477,Low Fat,DRK35,39.2506,75.9012,Drink,8.365,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801941
7478,Low Fat,DRF37,261.291,788.973,Drink,17.25,OUT019,Tier 1,Small,Grocery Store,train,28,0.778527316
7479,Low Fat,DRI23,161.8578,3530.0716,Drink,18.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293654
7480,Low Fat,FDB28,198.7426,1186.4556,Food,6.615,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095303
7481,Regular,FDU50,115.3176,572.588,Food,5.75,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.00164944
7482,Low Fat,FDD22,113.3544,3467.4864,Food,10,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514934
7483,Low Fat,FDG04,188.9898,4303.0654,Food,13.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258768
7484,Regular,FDM08,223.0088,671.1264,Food,10.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7485,Low Fat,FDI28,79.0302,1901.5248,Food,14.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612662
7486,Regular,FDM57,83.4908,503.3448,Food,11.65,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00047256
7487,Non-Edible,NCS17,94.6436,4065.3748,Non-consumable,18.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384454
7488,Low Fat,FDX44,90.4172,1249.0408,Food,9.3,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514933
7489,Low Fat,DRE03,45.3718,614.5334,Drink,19.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472541
7490,Low Fat,FDT46,51.5008,607.2096,Food,11.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278134
7491,Regular,FDW60,178.137,3175.866,Food,5.44,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249736
7492,Low Fat,FDE44,50.8692,788.3072,Food,14.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00565641
7493,Regular,FDT24,78.5328,695.0952,Food,12.35,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258888
7494,Regular,FDO20,253.7382,2271.0438,Food,12.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095303
7495,Low Fat,FDV47,85.5566,1860.2452,Food,17.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.972973902
7496,Regular,FDZ26,240.6222,2868.2664,Food,11.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381137
7497,Low Fat,FDK48,75.5354,1956.1204,Food,7.445,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095304
7498,Regular,FDX32,142.8786,433.4358,Food,15.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.7495109
7499,Regular,FDE56,63.2194,247.6776,Food,17.25,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153002
7500,Low Fat,DRJ01,161.1236,644.4944,Drink,6.135,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514928
7501,Low Fat,FDC53,97.7384,98.5384,Food,8.68,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801925
7502,Non-Edible,NCN07,132.5284,1318.284,Non-consumable,18.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023055
7503,Low Fat,FDI28,79.4302,1743.0644,Food,14.3,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616815
7504,Non-Edible,NCO55,105.6938,214.3876,Non-consumable,12.8,OUT019,Tier 1,Small,Grocery Store,train,28,1.74774005
7505,Low Fat,FDP46,88.283,1797.66,Food,15.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.86197319
7506,Low Fat,FDX26,182.5292,2736.438,Food,17.7,OUT013,Tier 3,High,Supermarket Type1,train,26,1.040121497
7507,Regular,FDD56,175.6054,2451.4756,Food,15.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211817
7508,Regular,FDP12,35.0874,352.874,Food,9.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00487526
7509,Low Fat,FDT40,125.5678,2543.356,Food,5.985,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612646
7510,Regular,FDV57,179.766,3056.022,Food,15.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.750551671
7511,Low Fat,FDZ09,165.6868,3111.9492,Food,17.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095313
7512,Regular,FDA07,121.0072,2082.6224,Food,7.55,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.9980231
7513,Low Fat,FDV36,127.102,3415.554,Food,18.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992130693
7514,Regular,FDQ01,254.7014,3570.0196,Food,19.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034292
7515,Regular,FDW46,65.7484,391.4904,Food,13,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616791
7516,Regular,FDW19,109.957,4504.137,Food,12.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377935
7517,Regular,FDY01,113.8834,1382.2008,Food,11.8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776765
7518,Low Fat,FDG60,233.6616,2577.9776,Food,20.35,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7519,Low Fat,FDL22,90.3488,996.0368,Food,16.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7520,Low Fat,DRK01,94.0436,1134.5232,Drink,7.63,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472553
7521,Low Fat,FDO12,195.3452,1761.7068,Food,15.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262299
7522,Regular,FDX12,241.8196,4097.3332,Food,18.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
7523,Regular,FDR28,164.921,2609.936,Food,13.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7524,Low Fat,FDH57,132.9284,3295.71,Food,10.895,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858126
7525,Low Fat,FDC04,242.9854,2175.1686,Food,15.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514916
7526,Non-Edible,NCI06,181.466,3775.086,Non-consumable,11.3,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381126
7527,Non-Edible,NCY53,111.6544,1565.9616,Non-consumable,20,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.0040953
7528,Regular,FDR22,112.9544,2908.2144,Food,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095267
7529,Low Fat,FDM33,221.5798,5509.495,Food,15.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167827
7530,Low Fat,FDO57,159.4578,160.4578,Food,20.75,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740044
7531,Regular,FDO56,118.4808,1640.5312,Food,10.195,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278115
7532,Low Fat,FDO58,164.8526,2631.2416,Food,19.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612632
7533,Regular,FDQ45,183.8608,2572.6512,Food,9.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99990546
7534,Low Fat,FDO60,43.3086,624.5204,Food,20,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157455
7535,Regular,FDI34,229.7668,3916.2356,Food,10.65,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7536,Regular,FDJ26,215.5218,4915.6014,Food,15.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377943
7537,Low Fat,FDV08,40.8454,587.2356,Food,7.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999356792
7538,Low Fat,DRD60,179.7634,1817.634,Drink,15.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514937
7539,Low Fat,FDX20,227.272,7017.532,Food,7.365,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612647
7540,Low Fat,FDG59,39.4164,154.4656,Food,15.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514931
7541,Regular,FDN58,231.1984,5097.3648,Food,13.8,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223232
7542,Regular,FDV48,79.8644,785.644,Food,9.195,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167811
7543,Low Fat,FDA15,248.8092,5976.2208,Food,9.3,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095268
7544,Low Fat,FDI19,242.9512,4847.024,Food,15.1,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262307
7545,Low Fat,FDX19,234.4958,1635.8706,Food,19.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00251493
7546,Regular,FDO52,172.4106,4277.765,Food,11.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776767
7547,Non-Edible,NCO05,98.6384,1970.768,Non-consumable,7.27,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472553
7548,Non-Edible,NCP17,62.5168,1534.0032,Non-consumable,19.35,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554753
7549,Low Fat,FDK56,186.7898,561.2694,Food,9.695,OUT010,Tier 3,Small,Grocery Store,train,15,0.875170567
7550,Non-Edible,NCG43,94.1462,832.9158,Non-consumable,20.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.942002621
7551,Low Fat,DRM59,154.6998,3229.7958,Drink,5.88,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612547
7552,Regular,FDA47,164.121,2773.057,Food,10.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656412
7553,Regular,FDY20,92.3488,1177.1344,Food,12.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616801
7554,Low Fat,FDZ22,81.825,83.225,Food,9.395,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152983
7555,Low Fat,FDB52,256.0672,2045.3376,Food,17.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616797
7556,Non-Edible,NCS29,264.8884,2914.8724,Non-consumable,9,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
7557,Low Fat,DRC12,190.4188,952.094,Drink,17.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776754
7558,Regular,FDP13,41.548,79.896,Food,8.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.747327281
7559,Low Fat,DRF23,175.2396,2093.2752,Drink,4.61,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514934
7560,Regular,FDB56,186.8556,7322.4684,Food,8.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99839171
7561,Regular,FDQ47,35.2874,388.1614,Food,7.155,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858116
7562,Regular,FDY39,182.0608,7717.9536,Food,5.305,OUT027,Tier 3,Medium,Supermarket Type3,train,28,1.040521311
7563,Low Fat,FDY36,71.338,1098.57,Food,12.3,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236227
7564,Non-Edible,NCM17,44.9086,802.9548,Non-consumable,7.93,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616794
7565,Low Fat,DRN35,34.9532,539.298,Drink,8.01,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258889
7566,Low Fat,FDK22,217.185,432.77,Food,9.8,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801932
7567,Regular,FDI07,199.3426,395.4852,Food,12.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.74815303
7568,Low Fat,DRK37,190.453,379.506,Drink,5,OUT010,Tier 3,Small,Grocery Store,train,15,0.775785742
7569,Non-Edible,NCP05,150.9024,303.6048,Non-consumable,19.6,OUT010,Tier 3,Small,Grocery Store,train,15,1.674111521
7570,Non-Edible,NCD42,36.3506,872.8638,Non-consumable,16.5,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7571,Low Fat,FDW11,61.0194,1052.6298,Food,12.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7572,Low Fat,FDI14,140.2496,2681.8424,Food,14.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875251
7573,Non-Edible,NCY42,144.947,3435.528,Non-consumable,6.38,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7574,Regular,FDV26,194.2794,4291.7468,Food,20.25,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.972973907
7575,Low Fat,FDX15,159.7578,641.8312,Food,17.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384449
7576,Non-Edible,NCG07,190.853,4364.319,Non-consumable,12.3,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
7577,Low Fat,FDC44,114.8518,2163.1842,Food,15.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
7578,Low Fat,FDC47,229.4694,5937.6044,Food,15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023074
7579,Non-Edible,NCK53,98.4042,1388.8588,Non-consumable,11.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.998508472
7580,Regular,FDY49,164.7184,495.3552,Food,17.2,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152962
7581,Non-Edible,NCM07,83.9908,167.7816,Non-consumable,9.395,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153
7582,Low Fat,FDR47,193.3794,4291.7468,Food,17.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875255
7583,Regular,FDS59,108.757,1867.569,Food,14.8,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023075
7584,Low Fat,DRK47,229.9694,4567.388,Drink,7.905,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
7585,Low Fat,FDZ27,51.235,49.935,Food,7.935,OUT019,Tier 1,Small,Grocery Store,train,28,0.889716543
7586,Regular,FDE36,165.5868,5404.9644,Food,5.26,OUT027,Tier 3,Medium,Supermarket Type3,train,28,1.040521315
7587,Regular,FDM51,101.9674,1731.7458,Food,11.8,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034278
7588,Low Fat,FDY48,103.2332,1845.5976,Food,14,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447697
7589,Regular,FDA35,123.0072,1960.1152,Food,14.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776762
7590,Non-Edible,NCL31,143.447,2290.352,Non-consumable,7.39,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514934
7591,Low Fat,FDC47,229.9694,4339.0186,Food,15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381137
7592,Low Fat,FDI26,179.4344,6066.7696,Food,5.94,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612658
7593,Low Fat,FDQ16,108.0912,1965.4416,Food,19.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00047257
7594,Low Fat,FDK15,98.4042,99.2042,Food,10.8,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801947
7595,Non-Edible,NCO53,184.0608,6431.628,Non-consumable,16.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251551
7596,Regular,FDG12,122.4098,3735.8038,Food,6.635,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345705
7597,Regular,FDU28,189.1214,2261.0568,Food,19.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992130662
7598,Low Fat,FDI20,211.3586,422.1172,Food,19.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740045
7599,Low Fat,DRN37,165.3158,334.2316,Drink,9.6,OUT010,Tier 3,Small,Grocery Store,train,15,1.672099463
7600,Low Fat,FDD28,59.6904,937.4464,Food,10.695,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
7601,Regular,FDP31,62.9168,1086.5856,Food,21.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034297
7602,Low Fat,DRD27,98.3042,198.4084,Drink,18.75,OUT019,Tier 1,Small,Grocery Store,train,28,1.751202045
7603,Low Fat,DRF01,147.3102,291.6204,Drink,5.655,OUT019,Tier 1,Small,Grocery Store,train,28,1.7455456
7604,Low Fat,DRD25,111.286,2263.72,Drink,6.135,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019662
7605,Low Fat,FDD53,43.3454,922.7988,Food,16.2,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.002597683
7606,Low Fat,FDQ24,253.4724,2013.3792,Food,15.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028026
7607,Regular,FDY49,164.4184,2641.8944,Food,17.2,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095257
7608,Non-Edible,NCP18,150.4708,2257.062,Non-consumable,12.15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447703
7609,Regular,FDT07,257.133,7433.657,Food,5.82,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157457
7610,Regular,FDG46,114.7518,455.4072,Food,8.63,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801933
7611,Regular,FDH50,182.5266,1290.9862,Food,15,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004168512
7612,Low Fat,FDS40,34.619,36.619,Food,15.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545565
7613,Low Fat,FDZ60,108.5596,1725.7536,Food,20.5,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384452
7614,Regular,FDG38,86.6224,1619.2256,Food,8.975,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028025
7615,Low Fat,FDG31,64.7826,904.1564,Food,12.15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.996769955
7616,Low Fat,FDS39,143.7812,1994.7368,Food,6.895,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095309
7617,Low Fat,FDL22,92.5488,2625.9152,Food,16.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612654
7618,Low Fat,FDQ20,39.3138,974.7312,Food,8.325,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.9982589
7619,Low Fat,DRB24,153.1656,1853.5872,Drink,8.785,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875269
7620,Low Fat,DRI51,172.6764,6183.9504,Drink,17.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157455
7621,Regular,FDJ60,163.9184,3137.2496,Food,19.35,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258876
7622,Regular,FDB40,144.8102,291.6204,Food,17.5,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801917
7623,Regular,FDO15,72.4038,739.038,Food,16.75,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858066
7624,Regular,FDI53,161.5236,1772.3596,Food,8.895,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034297
7625,Regular,FDZ14,122.4756,605.878,Food,7.71,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
7626,Non-Edible,NCD54,142.7786,144.4786,Non-consumable,21.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152977
7627,Regular,FDF28,124.1046,1120.5414,Food,15.7,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211813
7628,Low Fat,FDD39,217.685,2163.85,Food,16.7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095299
7629,Non-Edible,NCN54,76.1328,772.328,Non-consumable,20.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447679
7630,Non-Edible,NCO41,100.1384,2167.8448,Non-consumable,12.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095313
7631,Regular,FDH45,41.6796,495.3552,Food,15.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447678
7632,Non-Edible,NCD55,43.4454,41.9454,Non-consumable,14,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196738
7633,Low Fat,DRK35,39.6506,834.9132,Drink,8.365,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
